participant_id,item,iconicity,arrangement,decisionTime
S048,I05,house,Ordered,1806.8123816399109
S049,I05,house,Ordered,883.9211236520504
S050,I05,house,Ordered,2717.567128430831
S051,I05,house,Ordered,2979.3510269361896
S052,I05,house,Ordered,859.4044157972183
S053,I05,house,Ordered,1489.4324225967262
S054,I05,house,Ordered,1802.8350451770941
S055,I05,house,Ordered,3156.23157128248
S056,I05,house,Ordered,1811.286246194323
S057,I05,house,Ordered,977.1361371762637
S058,I05,house,Ordered,1793.3650582293317
S059,I05,house,Ordered,2828.5044916335532
S060,I05,house,Ordered,2627.5360559750043
S061,I05,house,Ordered,843.9566177240248
S062,I05,house,Ordered,1845.097148798173
S063,I05,house,Ordered,1700.0448522950694
S064,I05,house,Ordered,3385.1030488713513
S065,I05,house,Ordered,2308.792281372381
S066,I05,house,Ordered,3062.5176933654893
S067,I05,house,Ordered,2206.6091746714237
S068,I05,house,Ordered,2852.3313871771034
S069,I05,house,Ordered,793.0838988307612
S070,I05,house,Ordered,2785.414840394951
S071,I05,house,Ordered,1156.7797927322363
S072,I05,house,Ordered,2188.491915389143
S073,I05,house,Ordered,2353.1176061462447
S074,I05,house,Ordered,881.969799990077
S075,I05,house,Ordered,2147.0784728737617
S076,I05,house,Ordered,1080.5543678859653
S077,I05,house,Ordered,2679.014145416202
S078,I05,house,Ordered,2125.5687354218476
S079,I05,house,Ordered,1641.243308513352
S080,I05,house,Ordered,2164.657882363143
S081,I05,house,Ordered,2758.378598328828
S082,I05,house,Ordered,3139.0962477095472
S083,I05,house,Ordered,2323.4192325636145
S084,I05,house,Ordered,1514.4693544187805
S085,I05,house,Ordered,2079.192927723322
S086,I05,house,Ordered,1376.143429716805
S087,I05,house,Ordered,919.1606338058189
S088,I05,house,Ordered,1469.813467871549
S089,I05,house,Ordered,2495.6707817856595
S090,I05,house,Ordered,3172.4439796430183
S091,I05,house,Ordered,703.9812461271795
S092,I05,house,Ordered,962.5803935570835
S093,I05,house,Ordered,2898.2097319126888
S094,I05,house,Ordered,2205.0934804822664
S095,I05,house,Ordered,2895.556970892148
S096,I05,house,Ordered,2052.602980776006
S097,I05,house,Ordered,3658.0609038286984
S098,I05,house,Ordered,1879.0552509245858
S099,I05,house,Ordered,2187.4747187456123
S100,I05,house,Ordered,2085.20813451457
S101,I05,house,Ordered,885.1139077056667
S102,I05,house,Ordered,2087.796401194503
S103,I05,house,Ordered,1699.7201589050376
S104,I05,house,Ordered,1955.1368325872927
S105,I05,house,Ordered,2334.0954731775173
S106,I05,house,Ordered,2659.8514622316516
S107,I05,house,Ordered,2770.629888030873
S108,I05,house,Ordered,2143.026444027669
S109,I05,house,Ordered,3327.6737019307707
S110,I05,house,Ordered,2590.6484688147607
S111,I05,house,Ordered,2511.389259338201
S112,I05,house,Ordered,3510.564106130916
S113,I05,house,Ordered,460.10896094988607
S114,I05,house,Ordered,1845.8243932560363
S115,I05,house,Ordered,1213.4015561534086
S116,I05,house,Ordered,1386.8640891286145
S117,I05,house,Ordered,-365.96460182966393
S118,I05,house,Ordered,2393.2929690595693
S119,I05,house,Ordered,3037.633318258932
S120,I05,house,Ordered,2144.0214859332054
S121,I05,house,Ordered,903.1668019007801
S122,I05,house,Ordered,459.26945266507596
S123,I05,house,Ordered,2566.9657927953067
S124,I05,house,Ordered,1344.516910298792
S125,I05,house,Ordered,388.70063293230805
S126,I05,house,Ordered,1691.6487952158348
S127,I05,house,Ordered,2820.823650393504
S128,I05,house,Ordered,2487.354503932232
S129,I05,house,Ordered,2005.3635413662137
S130,I05,house,Ordered,4050.1841174979195
S131,I05,house,Ordered,2495.628763546631
S132,I05,house,Ordered,4321.641534274746
S133,I05,house,Ordered,1609.3480936240117
S134,I05,house,Ordered,1650.6255168058924
S135,I05,house,Ordered,224.27013317509113
S136,I05,house,Ordered,2573.100475202744
S137,I05,house,Ordered,2556.6477511589674
S138,I05,house,Ordered,636.6139779435937
S139,I05,house,Ordered,1973.3904209696698
S140,I05,house,Ordered,2557.718801252962
S141,I05,house,Ordered,2420.7306723623396
S142,I05,house,Ordered,3065.9115824945634
S143,I05,house,Ordered,2663.456990277041
S144,I05,house,Ordered,2834.5353469460633
S145,I05,house,Ordered,1602.2371434198408
S146,I05,house,Ordered,2566.445124429939
S147,I05,house,Ordered,3668.753076761477
S001,I06,square,Ordered,1946.5909950324851
S002,I06,square,Ordered,1478.7134448034135
S003,I06,square,Ordered,2045.6574924663632
S004,I06,square,Ordered,1077.850882408719
S005,I06,square,Ordered,2082.9031167487838
S006,I06,square,Ordered,-66.04747840028654
S007,I06,square,Ordered,2753.7532629123666
S008,I06,square,Ordered,-26.262106754219985
S009,I06,square,Ordered,673.3091369317531
S010,I06,square,Ordered,2692.43869355453
S011,I06,square,Ordered,2727.3495641586132
S012,I06,square,Ordered,1609.475775660378
S013,I06,square,Ordered,2015.5464664109647
S014,I06,square,Ordered,1138.1527013006998
S015,I06,square,Ordered,2561.5799790138985
S016,I06,square,Ordered,2366.7842664581894
S017,I06,square,Ordered,2354.7780735109973
S018,I06,square,Ordered,1095.1900996657994
S019,I06,square,Ordered,2392.371588108883
S020,I06,square,Ordered,2376.7697033080303
S021,I06,square,Ordered,-152.21512904445717
S022,I06,square,Ordered,3046.7787830523366
S023,I06,square,Ordered,1794.5582379647128
S024,I06,square,Ordered,730.7265464260661
S025,I06,square,Ordered,3156.353602569812
S026,I06,square,Ordered,3081.4645001667536
S027,I06,square,Ordered,643.3371926825644
S028,I06,square,Ordered,2772.233021898148
S029,I06,square,Ordered,478.1576815143976
S030,I06,square,Ordered,790.8434412557147
S031,I06,square,Ordered,2779.9651006322238
S032,I06,square,Ordered,402.39634218085234
S033,I06,square,Ordered,338.48882083221133
S034,I06,square,Ordered,1370.6635329476358
S035,I06,square,Ordered,2392.8037448085283
S036,I06,square,Ordered,2522.527075086753
S037,I06,square,Ordered,1944.9587114692106
S038,I06,square,Ordered,2471.0451317382367
S039,I06,square,Ordered,57.32932022917544
S040,I06,square,Ordered,2454.8193625631093
S041,I06,square,Ordered,1394.8095045932816
S042,I06,square,Ordered,2505.7557767009707
S043,I06,square,Ordered,2870.0738880807216
S044,I06,square,Ordered,2234.9369098518464
S045,I06,square,Ordered,3219.7842394081044
S046,I06,square,Ordered,1556.9730265454168
S047,I06,square,Ordered,2933.8078234509285
S048,I06,square,Ordered,2501.477520747015
S049,I06,square,Ordered,795.6200423521293
S050,I06,square,Ordered,2432.163551275725
S051,I06,square,Ordered,2412.337730381874
S052,I06,square,Ordered,1331.18439670567
S053,I06,square,Ordered,1386.3426812536738
S054,I06,square,Ordered,701.7904279387847
S055,I06,square,Ordered,2870.502471142084
S056,I06,square,Ordered,1520.7017659510839
S057,I06,square,Ordered,938.2973661324795
S058,I06,square,Ordered,2534.0351974344685
S059,I06,square,Ordered,2389.1927287643107
S060,I06,square,Ordered,2936.9630420267576
S061,I06,square,Ordered,596.7442258839055
S062,I06,square,Ordered,904.8767168893248
S063,I06,square,Ordered,1164.396042946466
S064,I06,square,Ordered,3545.778945717007
S065,I06,square,Ordered,2363.4541764496666
S066,I06,square,Ordered,3102.560185054628
S067,I06,square,Ordered,1602.6980008957441
S068,I06,square,Ordered,2808.073962078208
S069,I06,square,Ordered,1593.6404439804483
S070,I06,square,Ordered,2523.6487741134792
S071,I06,square,Ordered,827.0887555404759
S072,I06,square,Ordered,1352.5018287871726
S073,I06,square,Ordered,967.8044051581054
S074,I06,square,Ordered,2144.434839032345
S075,I06,square,Ordered,963.069964568788
S076,I06,square,Ordered,1173.774876665309
S077,I06,square,Ordered,1678.976534455013
S078,I06,square,Ordered,1023.4506212729913
S079,I06,square,Ordered,1576.2318871810076
S080,I06,square,Ordered,882.9179171553504
S081,I06,square,Ordered,2502.5465880032853
S082,I06,square,Ordered,1869.2628350031464
S083,I06,square,Ordered,1311.2728999059582
S084,I06,square,Ordered,1727.217042453189
S085,I06,square,Ordered,1890.5820814921724
S086,I06,square,Ordered,-75.78357472256425
S087,I06,square,Ordered,869.4904346664221
S088,I06,square,Ordered,1332.3629552638522
S089,I06,square,Ordered,1153.8777624534423
S090,I06,square,Ordered,2352.687938321733
S091,I06,square,Ordered,1618.7339973442972
S092,I06,square,Ordered,1926.5122435788498
S093,I06,square,Ordered,2099.1593010851448
S094,I06,square,Ordered,3258.4151013558785
S095,I06,square,Ordered,1575.1289522721863
S096,I06,square,Ordered,1967.6051068473657
S097,I06,square,Ordered,2515.2513555942382
S098,I06,square,Ordered,1372.9240080770726
S099,I06,square,Ordered,2577.7956098268755
S100,I06,square,Ordered,621.6550509729043
S101,I06,square,Ordered,376.00940859931984
S102,I06,square,Ordered,2940.5554251591393
S103,I06,square,Ordered,990.6213775687929
S104,I06,square,Ordered,977.6759514738279
S105,I06,square,Ordered,2093.212567787602
S106,I06,square,Ordered,2247.8399038969
S107,I06,square,Ordered,2504.259813347483
S108,I06,square,Ordered,2627.1628288657485
S109,I06,square,Ordered,2714.918324037658
S110,I06,square,Ordered,2378.899128729579
S111,I06,square,Ordered,2645.0322881401785
S112,I06,square,Ordered,3407.0854913920994
S113,I06,square,Ordered,1892.1494560876893
S114,I06,square,Ordered,-232.56346884555342
S115,I06,square,Ordered,2305.238926824898
S116,I06,square,Ordered,248.07334404730932
S117,I06,square,Ordered,578.9351783705799
S118,I06,square,Ordered,2134.683927856026
S119,I06,square,Ordered,2274.0027489316544
S120,I06,square,Ordered,1253.1452360361068
S121,I06,square,Ordered,1633.785079747695
S122,I06,square,Ordered,1431.8046173532753
S123,I06,square,Ordered,2788.3565509822765
S124,I06,square,Ordered,715.936211608725
S125,I06,square,Ordered,548.2100215322914
S126,I06,square,Ordered,1950.081379307934
S127,I06,square,Ordered,2336.1932815478935
S128,I06,square,Ordered,1716.0538449952855
S129,I06,square,Ordered,2286.9737600917338
S130,I06,square,Ordered,2930.4661739710164
S131,I06,square,Ordered,2407.9992027926114
S132,I06,square,Ordered,2478.988085071989
S133,I06,square,Ordered,371.1529412080829
S134,I06,square,Ordered,2318.073477724023
S135,I06,square,Ordered,480.2029910075232
S136,I06,square,Ordered,1902.032181147959
S137,I06,square,Ordered,83.93487159178494
S138,I06,square,Ordered,879.4507720052492
S139,I06,square,Ordered,2725.1160492067092
S140,I06,square,Ordered,680.9948340433443
S141,I06,square,Ordered,1943.4965141440769
S142,I06,square,Ordered,3636.1889292186374
S143,I06,square,Ordered,2260.5759529742213
S144,I06,square,Ordered,2311.3341585061908
S145,I06,square,Ordered,984.7635573362313
S146,I06,square,Ordered,2254.1893389134175
S147,I06,square,Ordered,2989.4956618026354
S001,I07,natural,Ordered,2026.3760486471729
S002,I07,natural,Ordered,1366.5258191434832
S003,I07,natural,Ordered,1481.3596397436916
S004,I07,natural,Ordered,1121.9924355718863
S005,I07,natural,Ordered,2657.0207625808252
S006,I07,natural,Ordered,423.0867876327384
S007,I07,natural,Ordered,3025.0081649540716
S008,I07,natural,Ordered,2327.9783540282356
S009,I07,natural,Ordered,1342.303334049476
S010,I07,natural,Ordered,2042.6800168259256
S011,I07,natural,Ordered,3156.4596663321004
S012,I07,natural,Ordered,1563.5644091794907
S013,I07,natural,Ordered,1155.6092890025334
S014,I07,natural,Ordered,2141.675633124621
S015,I07,natural,Ordered,1597.3756969923352
S016,I07,natural,Ordered,2837.846958330664
S017,I07,natural,Ordered,3174.95696319699
S018,I07,natural,Ordered,1686.2596442530007
S019,I07,natural,Ordered,1866.3817784295143
S020,I07,natural,Ordered,2470.774341397798
S021,I07,natural,Ordered,1200.8075459183626
S022,I07,natural,Ordered,2409.5817530441855
S023,I07,natural,Ordered,528.8449649635652
S024,I07,natural,Ordered,1427.1559379999014
S025,I07,natural,Ordered,2330.625467446305
S026,I07,natural,Ordered,2455.1774381858977
S027,I07,natural,Ordered,560.7421131764041
S028,I07,natural,Ordered,1746.0705561026296
S029,I07,natural,Ordered,368.7423991855087
S030,I07,natural,Ordered,1930.93162855857
S031,I07,natural,Ordered,3407.9270530368067
S032,I07,natural,Ordered,847.2113845425113
S033,I07,natural,Ordered,1119.8438359245158
S034,I07,natural,Ordered,1944.8050084003344
S035,I07,natural,Ordered,2414.917081564824
S036,I07,natural,Ordered,1851.2084644853112
S037,I07,natural,Ordered,3055.9670885343676
S038,I07,natural,Ordered,1491.1558570547986
S039,I07,natural,Ordered,983.035868948215
S040,I07,natural,Ordered,2618.8424437134636
S041,I07,natural,Ordered,2175.300076290755
S042,I07,natural,Ordered,2237.8721833078625
S043,I07,natural,Ordered,3072.194264842411
S044,I07,natural,Ordered,1691.4724101723225
S045,I07,natural,Ordered,2842.9635513291096
S046,I07,natural,Ordered,2648.4666295397
S047,I07,natural,Ordered,3314.993549406445
S048,I07,natural,Ordered,1910.0816168920405
S049,I07,natural,Ordered,771.6164391884276
S050,I07,natural,Ordered,3444.6932757988006
S051,I07,natural,Ordered,3384.6256944085835
S052,I07,natural,Ordered,2191.9729088784866
S053,I07,natural,Ordered,1495.5636180173508
S054,I07,natural,Ordered,1728.2794043993777
S055,I07,natural,Ordered,1860.61119155494
S056,I07,natural,Ordered,2142.4434335347487
S057,I07,natural,Ordered,1320.9314291867142
S058,I07,natural,Ordered,2675.5913638484235
S059,I07,natural,Ordered,2836.960547085389
S060,I07,natural,Ordered,2678.683491302022
S061,I07,natural,Ordered,1317.799025163085
S062,I07,natural,Ordered,1714.8517740071677
S063,I07,natural,Ordered,2547.4241396546267
S064,I07,natural,Ordered,3342.8497902187946
S065,I07,natural,Ordered,2213.560796425355
S066,I07,natural,Ordered,2689.573901578934
S067,I07,natural,Ordered,2807.6080808202023
S068,I07,natural,Ordered,3398.198436916383
S069,I07,natural,Ordered,1398.6142810980723
S070,I07,natural,Ordered,2431.248498062003
S071,I07,natural,Ordered,1536.9019556361634
S072,I07,natural,Ordered,2132.7814746897748
S073,I07,natural,Ordered,2533.9155759335044
S074,I07,natural,Ordered,1167.7201448382452
S075,I07,natural,Ordered,2565.942809063504
S076,I07,natural,Ordered,1517.0382110789892
S077,I07,natural,Ordered,2127.8566996576137
S078,I07,natural,Ordered,2154.884357360981
S079,I07,natural,Ordered,1856.2346255070715
S080,I07,natural,Ordered,2430.3830765455887
S081,I07,natural,Ordered,1704.5003024206749
S082,I07,natural,Ordered,2552.1140709887077
S083,I07,natural,Ordered,2777.642176674076
S084,I07,natural,Ordered,1103.4707172084823
S085,I07,natural,Ordered,2285.982693434359
S086,I07,natural,Ordered,1291.055741379351
S087,I07,natural,Ordered,1082.4622092298541
S088,I07,natural,Ordered,1708.2902624018948
S089,I07,natural,Ordered,2184.44864906218
S090,I07,natural,Ordered,2743.6030621184345
S091,I07,natural,Ordered,296.71020575763623
S092,I07,natural,Ordered,1897.1446492220612
S093,I07,natural,Ordered,2384.812184954475
S094,I07,natural,Ordered,2106.4330056500685
S095,I07,natural,Ordered,1761.4030481095483
S096,I07,natural,Ordered,2287.075177371042
S097,I07,natural,Ordered,3585.536500711844
S098,I07,natural,Ordered,2387.4048368514464
S099,I07,natural,Ordered,2193.4933406489918
S100,I07,natural,Ordered,1767.2720397120656
S101,I07,natural,Ordered,664.7874489520349
S102,I07,natural,Ordered,2013.811553077855
S103,I07,natural,Ordered,2853.2756437080707
S104,I07,natural,Ordered,937.3095432584307
S105,I07,natural,Ordered,1574.269257868123
S106,I07,natural,Ordered,1656.8721575307818
S107,I07,natural,Ordered,3537.0995277236743
S108,I07,natural,Ordered,2559.566019530578
S109,I07,natural,Ordered,4543.45115912713
S110,I07,natural,Ordered,1932.972562707043
S111,I07,natural,Ordered,4152.898910128024
S112,I07,natural,Ordered,2573.823293853169
S113,I07,natural,Ordered,2256.3334591247035
S114,I07,natural,Ordered,1457.636424711975
S115,I07,natural,Ordered,1121.992260569681
S116,I07,natural,Ordered,965.5598215346463
S117,I07,natural,Ordered,620.8618125419417
S118,I07,natural,Ordered,1758.2393172667075
S119,I07,natural,Ordered,2448.958889971603
S120,I07,natural,Ordered,2431.223579354872
S121,I07,natural,Ordered,96.61583633564032
S122,I07,natural,Ordered,1167.2270008126613
S123,I07,natural,Ordered,1836.7682482591895
S124,I07,natural,Ordered,1293.8190647827796
S125,I07,natural,Ordered,-113.9348029828177
S126,I07,natural,Ordered,2416.766215959794
S127,I07,natural,Ordered,3286.5416201900516
S128,I07,natural,Ordered,2165.4066757085825
S129,I07,natural,Ordered,2991.0094802441017
S130,I07,natural,Ordered,3782.938361978884
S131,I07,natural,Ordered,1881.5060119325499
S132,I07,natural,Ordered,2792.734958079218
S133,I07,natural,Ordered,-151.36478507701372
S134,I07,natural,Ordered,919.0353027657061
S135,I07,natural,Ordered,391.82847417882556
S136,I07,natural,Ordered,1378.9257172116827
S137,I07,natural,Ordered,1988.3332322998504
S138,I07,natural,Ordered,1357.1994069228458
S139,I07,natural,Ordered,2307.9153184732545
S140,I07,natural,Ordered,2946.2334229764656
S141,I07,natural,Ordered,1694.4506072244292
S142,I07,natural,Ordered,2759.0314897000226
S143,I07,natural,Ordered,2544.0491963753107
S144,I07,natural,Ordered,1882.751270484251
S145,I07,natural,Ordered,1258.2919943528664
S146,I07,natural,Ordered,2053.1570682704532
S147,I07,natural,Ordered,3934.6255925687174
S001,I08,house,Ordered,1920.746529027916
S002,I08,house,Ordered,566.567828062909
S003,I08,house,Ordered,862.3444327663922
S004,I08,house,Ordered,64.28796577731555
S005,I08,house,Ordered,289.6846899679126
S006,I08,house,Ordered,-1050.4837843834985
S007,I08,house,Ordered,1851.962323596316
S008,I08,house,Ordered,-518.1463079527384
S009,I08,house,Ordered,782.4548050108588
S010,I08,house,Ordered,1458.4231375446789
S011,I08,house,Ordered,1380.8441523289716
S012,I08,house,Ordered,624.0711992899453
S013,I08,house,Ordered,199.58181211020042
S014,I08,house,Ordered,401.7985486042014
S015,I08,house,Ordered,771.8583257233287
S016,I08,house,Ordered,1182.231490736698
S017,I08,house,Ordered,1189.4924502104536
S018,I08,house,Ordered,1428.898752191161
S019,I08,house,Ordered,1048.0448230918992
S020,I08,house,Ordered,916.6464642027895
S021,I08,house,Ordered,-149.41772374342167
S022,I08,house,Ordered,1007.9823764058075
S023,I08,house,Ordered,981.3822205790525
S024,I08,house,Ordered,594.9648718344245
S025,I08,house,Ordered,2296.175457136277
S026,I08,house,Ordered,737.2441837850096
S027,I08,house,Ordered,168.95270492641248
S028,I08,house,Ordered,2162.3016757003497
S029,I08,house,Ordered,-691.9149896885865
S030,I08,house,Ordered,1759.500839457687
S031,I08,house,Ordered,1282.8656304447306
S032,I08,house,Ordered,-277.28075785907663
S033,I08,house,Ordered,-181.9438894834641
S034,I08,house,Ordered,1818.0586793916807
S035,I08,house,Ordered,1450.5448993420066
S036,I08,house,Ordered,1734.5427532674532
S037,I08,house,Ordered,1349.575655688907
S038,I08,house,Ordered,862.3067136674335
S039,I08,house,Ordered,602.834718737656
S040,I08,house,Ordered,765.9992079147468
S041,I08,house,Ordered,318.9537440199058
S042,I08,house,Ordered,1937.67302799497
S043,I08,house,Ordered,1028.7381846946935
S044,I08,house,Ordered,-71.62796451781401
S045,I08,house,Ordered,1779.5240475723285
S046,I08,house,Ordered,497.46321353405483
S047,I08,house,Ordered,1535.223757528372
S048,I08,house,Ordered,2405.4262663643926
S049,I08,house,Ordered,-497.4573067687252
S050,I08,house,Ordered,2337.1544072528363
S051,I08,house,Ordered,676.9285290386343
S052,I08,house,Ordered,802.1827271023642
S053,I08,house,Ordered,18.30660791491914
S054,I08,house,Ordered,518.2165166370592
S055,I08,house,Ordered,590.3858025355073
S056,I08,house,Ordered,707.0774987047006
S057,I08,house,Ordered,172.21113716549758
S058,I08,house,Ordered,980.3867140102931
S059,I08,house,Ordered,1540.8043560248655
S060,I08,house,Ordered,1672.256465062372
S061,I08,house,Ordered,-545.9040624627455
S062,I08,house,Ordered,403.9046213901647
S063,I08,house,Ordered,1193.3200533135687
S064,I08,house,Ordered,2196.2467154184856
S065,I08,house,Ordered,769.7042436961232
S066,I08,house,Ordered,709.2521610051384
S067,I08,house,Ordered,1794.0192901171768
S068,I08,house,Ordered,1629.5997339972002
S069,I08,house,Ordered,475.54039283208704
S070,I08,house,Ordered,1026.7741360183152
S071,I08,house,Ordered,-189.07690483308693
S072,I08,house,Ordered,1274.3126569509561
S073,I08,house,Ordered,769.3957406201397
S074,I08,house,Ordered,1136.1856006560201
S075,I08,house,Ordered,238.35677972910548
S076,I08,house,Ordered,-80.84838585713169
S077,I08,house,Ordered,1452.7651362199226
S078,I08,house,Ordered,1025.8396789068784
S079,I08,house,Ordered,346.6724178722302
S080,I08,house,Ordered,1084.9645854615937
S081,I08,house,Ordered,1413.7250987775064
S082,I08,house,Ordered,1317.6640691667628
S083,I08,house,Ordered,1693.4694123399174
S084,I08,house,Ordered,84.23359576164603
S085,I08,house,Ordered,1372.3413043380906
S086,I08,house,Ordered,568.0621248284222
S087,I08,house,Ordered,-0.8383977169087302
S088,I08,house,Ordered,-367.7291256297699
S089,I08,house,Ordered,1195.5148923277948
S090,I08,house,Ordered,2798.611059990859
S091,I08,house,Ordered,380.372304093798
S092,I08,house,Ordered,438.3365359847114
S093,I08,house,Ordered,1195.0053136932615
S094,I08,house,Ordered,1742.5173666263786
S095,I08,house,Ordered,1140.185216028522
S096,I08,house,Ordered,221.90849865827386
S097,I08,house,Ordered,1846.1828500456738
S098,I08,house,Ordered,97.00220312869874
S099,I08,house,Ordered,1081.52331146488
S100,I08,house,Ordered,841.2825892627478
S101,I08,house,Ordered,1113.363127139801
S102,I08,house,Ordered,723.7521959439713
S103,I08,house,Ordered,623.6526271774062
S104,I08,house,Ordered,-482.4005851385914
S105,I08,house,Ordered,1798.5604901598128
S106,I08,house,Ordered,725.7926286694645
S107,I08,house,Ordered,2227.086534505573
S108,I08,house,Ordered,1058.0329394723892
S109,I08,house,Ordered,2376.172309690029
S110,I08,house,Ordered,1628.5525997766924
S111,I08,house,Ordered,1859.2371697498954
S112,I08,house,Ordered,1169.4534260826238
S113,I08,house,Ordered,789.722416465157
S114,I08,house,Ordered,437.0216419806468
S115,I08,house,Ordered,141.17386073169632
S116,I08,house,Ordered,-474.9401870585302
S117,I08,house,Ordered,-395.5708644143119
S118,I08,house,Ordered,678.7859772474826
S119,I08,house,Ordered,1185.3724064862545
S120,I08,house,Ordered,1179.7860032168396
S121,I08,house,Ordered,-367.6019509745124
S122,I08,house,Ordered,-176.1375820397866
S123,I08,house,Ordered,1269.5821291377756
S124,I08,house,Ordered,327.260117774714
S125,I08,house,Ordered,-1148.6841281009288
S126,I08,house,Ordered,1853.1447306255907
S127,I08,house,Ordered,1521.097454222505
S128,I08,house,Ordered,492.9456790433344
S129,I08,house,Ordered,1682.6162614518557
S130,I08,house,Ordered,1940.6360071555832
S131,I08,house,Ordered,662.1293554637837
S132,I08,house,Ordered,2034.5710477544908
S133,I08,house,Ordered,942.3441171670435
S134,I08,house,Ordered,242.4456679982536
S135,I08,house,Ordered,-831.3448646098309
S136,I08,house,Ordered,829.9859145082421
S137,I08,house,Ordered,773.8339968991563
S138,I08,house,Ordered,497.9150405686978
S139,I08,house,Ordered,555.36711605442
S140,I08,house,Ordered,837.5088758922908
S141,I08,house,Ordered,1879.6791730996501
S142,I08,house,Ordered,2471.9238591405156
S143,I08,house,Ordered,2309.8138685951367
S144,I08,house,Ordered,1602.9845218862383
S145,I08,house,Ordered,340.68549542665914
S146,I08,house,Ordered,369.0634759447257
S147,I08,house,Ordered,1680.621824618964
S001,I09,square,Ordered,1458.0284454184293
S002,I09,square,Ordered,1819.3388340610193
S003,I09,square,Ordered,1838.6806823754298
S004,I09,square,Ordered,679.1090685803588
S005,I09,square,Ordered,1629.424215381041
S006,I09,square,Ordered,183.98987635369872
S007,I09,square,Ordered,2747.1198604457795
S008,I09,square,Ordered,-309.3981756522535
S009,I09,square,Ordered,1322.6339116921254
S010,I09,square,Ordered,2711.900439674414
S011,I09,square,Ordered,1935.6183963470548
S012,I09,square,Ordered,1261.7949298952767
S013,I09,square,Ordered,1657.2218561176512
S014,I09,square,Ordered,1486.9155504867567
S015,I09,square,Ordered,2434.6346102213834
S016,I09,square,Ordered,2849.0942138593878
S017,I09,square,Ordered,1587.4619370892303
S018,I09,square,Ordered,1089.0228502273812
S019,I09,square,Ordered,2908.914564175975
S020,I09,square,Ordered,2217.10937971559
S021,I09,square,Ordered,-332.3571026780646
S022,I09,square,Ordered,3289.645503298968
S023,I09,square,Ordered,1248.3899104344969
S024,I09,square,Ordered,1921.5257480476332
S025,I09,square,Ordered,2067.207469741408
S026,I09,square,Ordered,2857.9888481598186
S027,I09,square,Ordered,98.73833899335341
S028,I09,square,Ordered,3139.9377075606753
S029,I09,square,Ordered,704.8096985407649
S030,I09,square,Ordered,1383.4851289986032
S031,I09,square,Ordered,2743.082600766638
S032,I09,square,Ordered,-204.20329340061562
S033,I09,square,Ordered,-403.40264721170024
S034,I09,square,Ordered,1670.4828884296594
S035,I09,square,Ordered,3250.6505447075415
S036,I09,square,Ordered,2881.8937663552083
S037,I09,square,Ordered,2244.6450283122117
S038,I09,square,Ordered,2631.7199515189923
S039,I09,square,Ordered,1414.8716741600142
S040,I09,square,Ordered,1772.1576641069457
S041,I09,square,Ordered,694.4282829348963
S042,I09,square,Ordered,2799.1899234289876
S043,I09,square,Ordered,2144.4542984444743
S044,I09,square,Ordered,1409.1921107564358
S045,I09,square,Ordered,3815.5939622454125
S046,I09,square,Ordered,746.6700204644544
S047,I09,square,Ordered,3182.8391683452655
S048,I09,square,Ordered,2877.1220685039107
S049,I09,square,Ordered,876.8768827586028
S050,I09,square,Ordered,2220.203259015906
S051,I09,square,Ordered,2277.794515681212
S052,I09,square,Ordered,836.9741018325753
S053,I09,square,Ordered,2040.3715372728584
S054,I09,square,Ordered,1696.7626803936619
S055,I09,square,Ordered,2633.971758831842
S056,I09,square,Ordered,1678.6069360238992
S057,I09,square,Ordered,1715.9328974227578
S058,I09,square,Ordered,2490.1949779154847
S059,I09,square,Ordered,2840.6105091147338
S060,I09,square,Ordered,2543.740119145915
S061,I09,square,Ordered,829.1953943014555
S062,I09,square,Ordered,869.603799718954
S063,I09,square,Ordered,2041.0167180249066
S064,I09,square,Ordered,2381.527343820612
S065,I09,square,Ordered,2135.029656501445
S066,I09,square,Ordered,2429.8121242576754
S067,I09,square,Ordered,2247.7247997776667
S068,I09,square,Ordered,2941.2707470783275
S069,I09,square,Ordered,1877.5483786322432
S070,I09,square,Ordered,2466.852918227151
S071,I09,square,Ordered,886.9881667107214
S072,I09,square,Ordered,2869.452649224289
S073,I09,square,Ordered,1850.2580230548972
S074,I09,square,Ordered,1616.3420353177673
S075,I09,square,Ordered,1556.3380763087227
S076,I09,square,Ordered,781.3408300442268
S077,I09,square,Ordered,1718.918195924895
S078,I09,square,Ordered,748.2876075681679
S079,I09,square,Ordered,2058.3499101643247
S080,I09,square,Ordered,1355.349097951026
S081,I09,square,Ordered,3163.854653880344
S082,I09,square,Ordered,2601.7243191054895
S083,I09,square,Ordered,2766.688886604585
S084,I09,square,Ordered,1141.0045635373417
S085,I09,square,Ordered,2081.902979503098
S086,I09,square,Ordered,1237.3511545717092
S087,I09,square,Ordered,1981.4667088716205
S088,I09,square,Ordered,762.6279182828202
S089,I09,square,Ordered,1474.000835734716
S090,I09,square,Ordered,3263.972434327487
S091,I09,square,Ordered,564.3208384349969
S092,I09,square,Ordered,1081.2969919677776
S093,I09,square,Ordered,2064.1003051245007
S094,I09,square,Ordered,3541.3181025675394
S095,I09,square,Ordered,829.5505046296787
S096,I09,square,Ordered,921.4446191557282
S097,I09,square,Ordered,2515.3758581607626
S098,I09,square,Ordered,1913.9252595121452
S099,I09,square,Ordered,2600.561185439594
S100,I09,square,Ordered,1196.47476578753
S101,I09,square,Ordered,949.6741673171458
